Allele	8	9	10	11	12	13	14
B7301	0.825494	0.372568	0.452499	0.436216	0.470079	0.458567	0.495029
B8101	0.71817	0.431179	0.476415	0.466981	0.547435	0.542769	0.548742
BoLA-102301	0.535794	0.409003	0.596102	0.573593	0.598753	0.628217	0.528217
BoLA-201201	0.618664	0.446109	0.471025	0.468717	0.49254	0.514201	0.509355
BoLA-202501	0.71766	0.49923	0.485319	0.401087	0.386203	0.407282	0.405595
BoLA-300201	0.744648	0.456898	0.418857	0.426829	0.459771	0.487753	0.472256
BoLA-402401	0.582543	0.392822	0.533491	0.549354	0.602168	0.645264	0.562089
BoLA-601301	0.918081	0.541609	0.426612	0.423921	0.461574	0.522544	0.578655
C0102	0.658121	0.365581	0.509065	0.613516	0.666365	0.67627	0.575571
C0202	0.700194	0.394857	0.520118	0.543644	0.530837	0.597179	0.54753
C0302	0.585708	0.409938	0.564147	0.575918	0.572238	0.57967	0.504848
C0303	0.647592	0.392348	0.550326	0.600646	0.635426	0.622433	0.609012
C0304	0.612294	0.402099	0.505138	0.509997	0.547921	0.580811	0.563554
C0401	0.650363	0.375585	0.553342	0.643316	0.60873	0.566156	0.509424
C0403	0.543752	0.374239	0.596624	0.620813	0.646768	0.59674	0.518223
C0501	0.593665	0.427398	0.530072	0.556172	0.637617	0.615945	0.599374
C0602	0.729583	0.366722	0.582686	0.546607	0.536784	0.566789	0.513087
C0701	0.670802	0.378974	0.573281	0.557784	0.519568	0.486253	0.44502
C0702	0.670414	0.38849	0.559239	0.524845	0.531436	0.482964	0.449813
C0704	0.606644	0.394261	0.552083	0.516488	0.496904	0.473906	0.419384
C0801	0.733118	0.386382	0.527213	0.504043	0.533831	0.570119	0.517176
C0802	0.607162	0.390939	0.521609	0.552394	0.606384	0.602945	0.609238
C1202	0.790811	0.392448	0.553152	0.543035	0.552045	0.538298	0.510743
C1203	0.710048	0.392361	0.575168	0.597907	0.563599	0.503146	0.455361
C1204	0.735044	0.398276	0.533011	0.487412	0.545197	0.479876	0.458924
C1402	0.7125	0.398164	0.524058	0.577421	0.559863	0.609797	0.565617
C1403	0.654638	0.424321	0.51606	0.570569	0.588626	0.565152	0.602249
C1502	0.688877	0.386615	0.56508	0.549894	0.615452	0.57992	0.569253
C1505	0.676189	0.383493	0.541522	0.529692	0.510598	0.442395	0.40815
C1601	0.578121	0.382078	0.637371	0.626821	0.604991	0.493019	0.500752
C1602	0.715161	0.345162	0.585442	0.568341	0.528503	0.514634	0.468944
C1701	0.573994	0.391064	0.605281	0.602894	0.572477	0.579317	0.50644
DLA-8850101	0.740721	0.422693	0.497882	0.50009	0.56515	0.559884	0.559599
E0103	0.707718	0.415406	0.491772	0.49548	0.547253	0.539414	0.473542
G0101	0.647897	0.364643	0.515197	0.574468	0.563429	0.591806	0.505043
G0103	0.717197	0.325491	0.557444	0.557792	0.560319	0.543773	0.48051
G0104	0.713653	0.334396	0.564505	0.58044	0.570366	0.566731	0.519677
H2-Db	0.671672	0.397739	0.449798	0.429854	0.505038	0.595762	0.50191
H2-Dd	0.632264	0.329804	0.528991	0.563057	0.595911	0.578407	0.707646
H2-Dq	0.642964	0.440254	0.450823	0.412733	0.652655	0.635799	0.538051
H2-Kb	0.472851	0.486942	0.538745	0.520429	0.546962	0.629752	0.571812
H2-Kd	0.768667	0.358584	0.538231	0.539023	0.678456	0.6919	0.526837
H2-Kk	0.467227	0.463405	0.589159	0.58499	0.610916	0.562326	0.527266
H2-Kq	0.489135	0.467878	0.507803	0.462554	0.488461	0.445952	0.437383
H2-Ld	0.454367	0.44603	0.561802	0.538949	0.529052	0.475642	0.519087
Mamu-B00801	0.755409	0.3839	0.479295	0.476825	0.486488	0.528278	0.48104
